Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.12396883964538574,806.6543196342817,0.0009009497405648232,0.00726755,1,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9416177272796631,1062.0020959981323,0.0420635638746221,0.044671592999999996,2,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,3.989703416824341,1253.2259864017208,1.0860448662239226,0.27221192975,4,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.370481729507446,1255.79200124612,3.8232902863178944,0.60015717,3,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.435067415237427,1059.875839768799,4.249147155748362,0.450356841,6,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.92798113822937,1004.8244207373892,7.875789480469609,0.5275857068375,8,0.0,0.0,0.0,0.0,0.0,0.0
20000,18932,1068,21.75345277786255,919.3942775076629,10.057119838007322,0.4623229213636363,11,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.13375139236450195,747.6557681543832,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9779057502746582,1022.5934347140676,0.03156393871140503,0.032277076499999995,3,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.389877796173096,1138.9838697466207,2.353105799993662,0.5360299099999999,2,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.717730283737183,1190.8784160875048,3.592263678818459,0.53474366,3,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,10.036576986312866,996.3556313708601,5.031573140642314,0.5013236233333334,3,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,16.025192499160767,936.026197550235,5.981450209570145,0.37325293969999995,10,0.0,0.0,0.0,0.0,0.0,0.0
20000,19104,896,22.115232229232788,904.3540575424395,7.800842262463814,0.3527361676153847,13,0.0,0.0,0.0,0.0,0.0,0.0
