Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.14039278030395508,712.2873397299821,0.004525304740390181,0.03223317275,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,1.8804731369018555,531.7810610405925,0.6858393551780891,0.36471638,1,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.949090480804443,1010.2866414330097,10.261245863149822,2.0733599239999996,4,0.0,0.0,0.0,0.0,0.0,0.0
8000,7999,1,7.681888103485107,1041.4106391852508,19.496195491035607,2.5379431759999997,5,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.660356283187866,1035.158508325746,25.087851097181805,2.596990251885715,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.786222457885742,1014.4578875857671,66.38307207773086,4.4895220714285715,7,0.0,0.0,0.0,0.0,0.0,0.0
20000,20000,0,19.69813871383667,1015.3243557956717,70.1966129587031,3.5636165415666667,12,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.1195671558380127,836.35007706864,0.002788967663129139,0.0233255332,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.95420241355896,1047.9956723964106,0.21647940060785412,0.226869475,2,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.787020921707153,1044.490943694663,8.39777701324345,1.7542804074999998,4,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,7.722591876983643,1035.921634528317,15.76795701678484,2.04179597575,6,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.755813360214233,1025.0298597123228,18.557144052211775,1.9021626764500001,8,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,15.030698299407959,997.9576265322837,38.11926462285639,2.5360940565454544,11,0.0,0.0,0.0,0.0,0.0,0.0
20000,20000,0,19.92702317237854,1003.6622041832428,60.2332854102003,3.0226935999999998,10,0.0,0.0,0.0,0.0,0.0,0.0
