Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.1124734878540039,889.0984169514232,0.0032436569956884385,0.028839303,1,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9784057140350342,1022.0708910988561,0.2150354656551337,0.21978148999999997,2,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.7237303256988525,1058.4854882164077,7.3075751638633575,1.546992453,5,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,7.664055824279785,1043.8337328723444,15.538105497809566,2.027399832942857,7,0.0,0.0,0.0,0.0,0.0,0.0
10000,9999,1,9.636795043945312,1037.6893930397414,24.492107941148564,2.5415200623714287,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.454743146896362,1037.721656314641,42.777068126388386,2.9593793325599997,10,0.0,0.0,0.0,0.0,0.0,0.0
20000,19999,1,19.670836925506592,1016.7335571811178,65.22370040694894,3.3157562463636356,11,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.11999845504760742,833.3440623075242,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9647910594940186,1036.4938503103942,0.22234473936433433,0.230458955,2,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.866980791091919,1027.3309500525556,6.043564650011154,1.24174820272,5,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,7.754806280136108,1031.6182907743232,14.763050478326914,1.9037291126333333,6,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.834863901138306,1016.7908880612554,21.20334709933119,2.1559370127000004,8,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.785240650177002,1014.5252522366234,42.58425999353397,2.88018714075,8,0.0,0.0,0.0,0.0,0.0,0.0
20000,20000,0,19.92367696762085,1003.8307704196965,50.7454640420805,2.5469929132333338,12,0.0,0.0,0.0,0.0,0.0,0.0
