Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.1132345199584961,883.1229207899945,0.001909627709007263,0.01686436,1,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9251923561096191,1080.8563142533328,0.15243973489096166,0.16476545,1,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.127362966537476,1211.4272576793983,4.624734135831509,1.1205057983333333,3,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.704044342041016,1193.3095295674068,6.80613849440859,1.0152287406166667,6,0.0,0.0,0.0,0.0,0.0,0.0
10000,9998,2,9.137054204940796,1094.444640001432,8.024109296988753,0.8781943410874999,8,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,13.908483505249023,1078.478469226285,16.633778144132204,1.195944772688889,9,0.0,0.0,0.0,0.0,0.0,0.0
20000,20000,0,18.943615436553955,1055.7646752798637,27.592549682623197,1.4565619627909092,11,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.11420059204101562,875.6522029595484,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9446110725402832,1058.6367543953966,0.027268691909801246,0.0288676395,2,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.272644519805908,1170.23543073205,3.2461653005785718,0.7597555297499999,4,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,7.396455526351929,1081.5991486054065,10.66517580153447,1.4419306333333335,3,0.0,0.0,0.0,0.0,0.0,0.0
10000,9999,1,9.358090877532959,1068.594025305754,6.615785893854495,0.7069589278875,8,0.0,0.0,0.0,0.0,0.0,0.0
15000,14998,2,14.324665546417236,1047.1448671101207,15.314581774717213,1.0691057131555555,9,0.0,0.0,0.0,0.0,0.0,0.0
20000,19999,1,19.22108221054077,1040.5241380754344,22.89006847021155,1.1908834382727274,11,0.0,0.0,0.0,0.0,0.0,0.0
