Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.1110224723815918,900.7185469288884,0.0004096240065867424,0.0036895594,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.8633959293365479,1158.2171817377246,0.01982761641089201,0.022964686,1,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,3.894669532775879,1283.8059706791887,1.4645907504272366,0.37605007,3,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.1922948360443115,1291.928148096783,2.481522264781424,0.400743558,5,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.698003768920898,1031.1400405975203,3.828573087205282,0.3947795008571428,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.863058090209961,1009.2135756288432,7.2114348486296755,0.4851918632666667,9,0.0,0.0,0.0,0.0,0.0,0.0
20000,18362,1638,22.816152095794678,876.5719967165834,9.746197203805458,0.42716217716666666,12,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.16790771484375,595.5652490003635,0.0012589061085388183,0.0074976072999999996,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9850876331329346,1015.1381119460801,0.030327558031468388,0.030786659999999997,1,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,4.954866647720337,1009.1088934351903,1.5667135977942286,0.31619692499999996,3,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,7.821466445922852,1022.8260972940968,2.0752574293409003,0.26532843216666663,6,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,10.839807987213135,922.5255661166887,4.056092631860212,0.3741849151428571,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,16.530721426010132,907.4014142176741,8.206815179388279,0.4964583799999999,8,0.0,0.0,0.0,0.0,0.0,0.0
20000,19581,419,22.433038234710693,891.5421883895314,9.893031213062857,0.44100273487499997,8,0.0,0.0,0.0,0.0,0.0,0.0
