Total Requests,Successful Requests,Failed Requests,Execution Time (s),Requests/s,Total Energy (J),Avg Power (W),Samples,Avg CPU (%),Peak CPU (%),Total CPU (%),Avg Mem (MB),Peak Mem (MB),Total Mem (MB)
100,100,0,0.16147899627685547,619.2755857148763,0.002363769352073192,0.014638246499999999,2,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.11263489723205566,887.8243107371541,0.0004850318579837681,0.004306230750000001,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.8127272129058838,1230.42514649476,0.010301014276331663,0.012674626999999999,1,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,3.90584397315979,1280.1330607057118,1.9929189225013637,0.51024028,2,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.1711320877075195,1296.3585751041471,2.3702742018219327,0.38409066086,5,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.458832740783691,1057.2129007930287,3.6234959891624006,0.38308067057142864,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.854130983352661,1009.820097642253,8.027821453410436,0.5404436962625,8,0.0,0.0,0.0,0.0,0.0,0.0
20000,18142,1858,23.132830142974854,864.572120072984,9.747601565371529,0.42137522755,12,0.0,0.0,0.0,0.0,0.0,0.0
100,100,0,0.10837626457214355,922.7112633452349,0.00056940279789716,0.00525394375,2,0.0,0.0,0.0,0.0,0.0,0.0
1000,1000,0,0.9332754611968994,1071.495010398675,0.028427006849678988,0.030459395999999996,3,0.0,0.0,0.0,0.0,0.0,0.0
5000,5000,0,3.8903567790985107,1285.2291663487533,1.3184956188118206,0.33891380499999996,3,0.0,0.0,0.0,0.0,0.0,0.0
8000,8000,0,6.1685192584991455,1296.9076799067122,2.8828449544449715,0.46734797017499996,4,0.0,0.0,0.0,0.0,0.0,0.0
10000,10000,0,9.416299104690552,1061.9883553846212,3.6354173192433374,0.386077086,7,0.0,0.0,0.0,0.0,0.0,0.0
15000,15000,0,14.734050750732422,1018.0499751064287,7.8352860487434315,0.531780851125,8,0.0,0.0,0.0,0.0,0.0,0.0
20000,18197,1803,23.10228943824768,865.7150648839333,9.16868003871408,0.3968732217307692,13,0.0,0.0,0.0,0.0,0.0,0.0
